text,category
future phone line internet talked since start web know early attempt home choice started thwarted lack fast network broadband network bedding becoming essential million big telco keen start shooting video line face competition cable company offering net voice call keen top iptv dog software giant microsoft think iptv internet protocol future television sits neatly vision connected entertainment experience telco wanting video long time graczyk director marketing microsoft iptv told bbc news website challenge broadband network state technology long ago add feasible solution compression technology efficient enough net good enough lot star aligned last month make reality last year said deal making partnering shaping iptv ecosystem year deal start play service come online start ramping expanding geography time broadband becomes prevalent south america part asia expand added telco really want send tripleplay video voice data one single line cable dsl digital subscriber line talking quadruple play mobile service added mix emerging new breed competition satellite cable broadcaster operator according technology analyst tdg research million subscriber iptv service six year key appeal sending programme line web data whenever viewer want technology internet mean oneway relationship viewer broadcaster allows dvdlike interactivity limitless storage broadcast space bespoke channel playlist thousand hour programme film viewer fingertip potentially let operator target programme smaller niche localised audience sending film bollywood fan instance well individual device operator could also send highdefinition programme straight viewer bypassing need special broadcast receiver perhaps compelling yet might say insignificant instantaneous channel flicking currently delay try satellite cable freeview iptv speed millisecond get round applause according graczyk microsoft one company started thinking iptv time ago believe way delivered future several year away said graczyk music moved digital format thing software integrate medium device mean whole new generation connected entertainment experience cross device mobile gaming console company intends microsofts iptv edition software endtoend management delivery platform let telco exactly seamlessly netted seven major telco customer representing potential audience million existing broadband subscriber deal telco sbc largest software deal date said graczyk iptv telco though several webbased offering aim put control hand consumer exploiting net power jeremy allaire chief brightcove told bbc news website would flavour iptv harnessing web channel niche exploiting content usually viewed said focussed owner video content right digitally distribute content often see unencumbered distribution cable priceprohibitive said type iptv service might also distribution channel established publisher unique type content offer cable satellite operator history channel archive instance clear sign iptv future microsoft player field lot middleware player providing similar management service microsoft like myrio ccor viewer decide really successful,tech
blog take mainstream web log blog everywhere least estimated five million web number set grow online diary come many shape style ranging people willing sharing view picture link company interested another way reaching customer year focus blog cast critical eye news event often writing issue ignored big medium offering eyewitness account event blog may small readership communication expert say provided avenue people say world politics wellknown example include iraqi salam pax account usled war former iranian vicepresident mohammad ali abtahi exclusive insight islamic republic government high low recent election campaign already website pulling together firsthand reporting account heralded blog like wikinewscom launched last november blogging movement building many year andrew nachison director medium center usbased thinktank study medium technology society highlight presidential race possible turning point blog could look moment audience exercised new form power choose among many source information never say blog key part transformation among blog carrying picture message saying sorry george bush victory response supporter nachison argues blog become independent source image idea circumvent traditional source news information newspaper radio acknowledge case mainstream medium actually play role discussion distribution idea told bbc news website followed story didnt lead part socalled traditional medium expressed concern emerging competitor raising question journalistic value blog others like french newspaper monde applied different strategy offering blog part content dont think mission role journalism threatened transition society transition say nachison however agrees expert like linguist political analyst noam chomsky mainstream medium lost traditional role news gatekeeper onetomany road traditional journalism yes threatened professional journalist need acclimate environment many contributor discourse say nachison notion gatekeeper filter decides whats acceptable public consumption isnt thats gone forever people walking around information device pocket like camera video phone going see instance ordinary citizen breaking story seems unlikely end living planet every human blogger current number blog likely keep growing web already overloaded information blog analysis firm technorati estimate number blog existence socalled blogosphere already exceeded five million growing exponential level tool google blogger movabletype recently launched beta version msn space making easier run blog research thinktank pew internet american life say blog created every second although less total updated least every two month expert agree phenomenon allowing individual publish share idea exchange information comment current issue post image video web easily stay entering one era technological infrastructure creating different context tell story communicate said nachison there going bad come good,tech
noone define new hunt ban new law banning hunting dog poorly drafted noone define offence prohunt say accusation came emerged devon man told could use four dog chase away unwanted animal farm intend kill deer fox hunting lib dem lembit opik said minister invented new category hunting chasing away asked police supposed interpret rule north devon landowner giles bradshaw put touch middle way group opik cochairman contact rural affair ministry defra asked whether technique using four dog frighten deer fox would outlawed hunting act bradshaw initially told offence prompting complain middle way group also said bradshaw would put position would buy rifle shoot animal would previously gone free later conversation bradshaw told according defras lawyer chasing away unwanted animal fact hunting described hunting act therefore would committing offence opik said hunting dog flushing defined hunting act defra also invented completely new category hunting chasing away isnt even covered act however activity involve use dog chase wild mammal village bobby see group people dog supposed distinguish illegal hunting exempt hunting drag hunting unintentional hunting hunt exercising hound simply chasing away tory peter luff another cochairman middle way said legislation poorly drafted nobody appears able properly define offence wonder government desperately want move disastrous law however seriously doubt countryside accommodating mike hobday league cruel sport said confusion matter simple common sense bradshaw setting dog chase wild animal hunting criminal offence dog barking deer nobody define hunting,politics
apple sue stop product leak computer firm apple issued lawsuit prevent online leak information future product lawsuit unidentified individual come week macworld conference san francisco used showcase new product complaint said unidentified individual recently misappropriated disseminated confidential information lawsuit filed santa clara california superior court apple famously secretive future product launch apple user equally famous speculating new technology company fan speculated recent week possibility new type ipod announced macworld conference apple said sevenpage complaint filed december know true name capacity whether individual associate corporate otherwise defendant company said would amend complaint discovered name allegedly leaked information first time apple sued people posted information future product internet december apple sued former contractor allegedly posted online drawing image engineering detail company powermac computer statement apple said current lawsuit apple filed civil complaint unnamed individual believe stole trade secret posted detailed information unannounced apple product internet,tech
drive save festive holiday effort made protect worker day christmas day new year day support sought bill would ensure large retailer scotland remain closed christmas day january usdaw trade union said shop worker able enjoy break family msp karen whitefield want ensure whose role essential work festive season recent year store opening traditional holiday starting endofyear sale christmas day new year day whitefield said found member public supportive campaigning street early evidence show quite clearly vast majority people believe shop worker given two special day spend friend family usdaw general secretary john hannett added christmas day new year day special day everyone scotland fact shop open important part making special largely collective day rest want people tell karen consultation whether want special nature day remain whether want become like trading day shop open business usual consultation christmas new year day trading bill far attracted almost response close february,politics
singer knight back antigun song star beverley knight said sang antigun single haunted fatal shooting two teenage girl birmingham knight drum bass star roni size released bid reduce gun use among young people said horrified death charlene elli letisha shakespeare size whose new form album mercury music prize said gun use nothing glamorised firearm offence gun crime death england wale june according home office figure knight said scale problem became clear shooting aston near knight birmingham home haunted honest haunted sleep said size became involved two friend donna small asha jama shot bristol hometown october jama lost sight one eye yearold small suffered serious head injury size said collaborated single released monday bird eye view whats going last year seen lot thing happen nothing glamorised really isnt said,entertainment
levy tipped whitbread prize novelist andrea levy favourite win main whitbread prize book year award winning novel year book small island book already orange prize fiction favourite whitbread second favourite biography mary queen scot john guy panel judge including sir trevor mcdonald actor hugh grant writer joanne harris decide overall winner tuesday five writer line award respective category first novel novel biography poetry childrens book january small island levy fourth novel set postwar london centre landlady lodger one jamaican joined british troop fight hitler find life difficult uniform settle could didactic preachy prospect turn hilarious moving humane eyepopping hard think anybody enjoying wrote judge judge called guy heart life mary queen scot impressive readable piece scholarship fail leave reader moved intrigued tragic likeable queen guy published many history including one tudor england fellow clare college cambridge became honorary research professor university andrew contender include susan fletcher eve green first novel prize fletcher recently graduated university east anglia creative writing course fourth book running corpus michael symmons robert fourth collection poem well writing poetry symmons robert also make documentary film geraldine mccaughrean final contender childrens fiction category third time end world mccaughrean went magazine publishing studying teaching previously category little lower angel gold dust,entertainment
chinese export rise export china leapt previous year country continued show breakneck growth spurt put china trade surplus sore point trading partner sixyear high may also increase pressure china relax peg joining currency yuan weakening dollar figure released ministry commerce come china tax chief confirmed growth topped second year row state administration taxation head xie xuren said tightening control tax evasion combined rapid expansion produce rise tax revenue trillion yuan according ministry commerce china export totalled december taking annual total import rising similar amount deficit rose increased tax take come despite healthy tax rebate many exporter totalling yuan according xie china exporting success made trade deficit united state soar even made trade china sensitive political issue washington peg keeping yuan around dollar often blamed lawmaker job loss home report issued tuesday behalf congressionallymandated panel said almost million post disappeared pace accelerated final three year period said report uschina economic security review commission moving labourintensive industry hitech sector overall trade deficit china expected rise,business
almagro continues spanish surge unseeded nicolas almagro became fifth spaniard reach last eight buenos aire open ousting eighth seed mariano zabaleta showed admirable resolve win rainaffected match compatriot seventh seed rafael nadal also reached last eight beating italian potito starace nadal playing outdoor clay event first time hit powerful forehand oust starace match delayed hour rain always problem stop rain one get used said spanish teenager nadal luckily able keep pace going throughout match play gaston gaudio beat unseeded brazilian flavio saretta day late match,sport
tsunami hit sri lanka bank sri lankas bank face hard time following december tsunami disaster official warned sri lanka bank association said wave killed people also washed away huge amount property securing loan according estimate much loan made private bank client disaster zone written damaged stateowned lender may even worse hit said association estimate private banking sector rupee loan outstanding disaster zone one hand bank dealing death customer along damaged destroyed collateral extending cheap loan rebuilding recovery well giving client time repay existing borrowing combination mean revenue shortfall slba chairman commercial bank managing director gooneratne told news conference bank given moratorium collecting interest least quarter said public sector one ten stateowned people bank customer south sri lanka affected bank spokesman told reuters estimated bank loss rupee,business
davenport hit wimbledon world number one lindsay davenport criticised wimbledon issue equal prize money woman reacting disputed comment england club chairman tim phillips american said think highly insulting prize money taken away somebody think phillips said wont money flower wimbledon thats insulting england club spokesperson denied phillips made remark insisting definitely didnt say statement added said someone else humorous aside end radio interview conversation moved talking wimbledon ground davenport speaking following announcement week dubai duty free event join australian open offering equal prize money woman hear woman playing three set men play five said daveport best woman never going beat best men different game watch woman doesnt make better worse hopefully able change people mind serena williams also dubai added obviously equal prize money womens tennis exciting men tennis exciting well woman right bringing spectator able reap everyone else able reap,sport
rover reject third ferguson bid blackburn rejected third bid ranger scotland captain barry ferguson bbc sport learnt thought blackburn want midfielder chief executive john williams confirmed club still dialogue ranger yearold already handed transfer request ewood park seek return ibrox club unable reach agreement fee ferguson moved lancashire thursday ranger said would increasing offer blackburn said along want midfielder williams rejected proposal ranger playerswap deal williams said dialogue glasgow ranger agreement negotiation concluded midnight monday winter transfer window shuts williams conceded deal ferguson looking unlikely close transfer window ranger still chance seal deal comment make got agreement glasgow ranger added way thing looking think unlikely going ball court got offer acceptable moment understood blackburn accepted offer ferguson everton weekend player determined return scotland rejected move goodison park ferguson play cup win colchester saturday despite recovering groin injury rover bos mark hughes claiming emotional difficult time player,sport
ocean twelve raid box office ocean twelve crime caper sequel starring george clooney brad pitt julia robert gone straight number one box office chart took weekend ticket sale according studio estimate sequel follows master criminal try pull three major heist across europe knocked last week number one national treasure third place wesley snipe blade trinity second taking rounding top five animated fable polar express starring tom hank festive comedy christmas kranks ocean twelve box office triumph mark fourthbiggest opening december release three film lord ring trilogy sequel narrowly beat predecessor ocean eleven took opening weekend total remake film starring frank sinatra rat pack ocean eleven directed oscarwinning director steven soderbergh soderbergh return direct hit sequel reunites clooney pitt robert matt damon andy garcia elliott gould catherine zetajones join allstar cast fun good holiday movie said dan fellman president distribution warner bros however critic less complimentary project los angeles time labelling dispiriting vanity project milder review new york time dubbed sequel unabashedly trivial,entertainment
pakistani woman must hide hiding woman away home hidden behind veil backward view islam president musharraf pakistan said visit britain speaking bbcs newsnight programme hour visiting pakistani community manchester wife travelling around religious moderate said general musharraf come pakistan high commissioner britain said pakistani integrate maleeha lodhi said people could expect others listen grievance isolated gen musharraf told bbc people think woman confined house put veil move absolutely wrong pakistani president also asked whether thought war terror made world less safe yes absolutely would add unfortunately addressing core problem therefore never address totality said fighting immediate context fighting strategic longterm context political dispute need resolve also issue illiteracy poverty combined breeding ground extremism terrorism monday pakistani president met prime minister tony blair downing street first official visit london due visit pakistani community manchester tuesday afternoon mirror newspaper said tuesday handed sensitive dossier outling detail gen musharrafs visit britain paper said document found london street member public said dossier contained detail movement also confidential police radio channel call sign code speaking london monday gen musharraf said alqaeda run pakistan standing next blair added crucial tackle core creates terrorist creates extremist militant environment lead terrorism resolution political dispute blair said two leader talked afghanistan wider war terror situation middle east ongoing dispute kashmir agreed afghanistan cause optimism progress made said blair respect iraq agreed whatever issue past important thing see strategy ensure iraq capable becoming stable democratic state,politics
cudicini miss carling cup final chelsea goalkeeper carlo cudicini miss sunday carling cup final club dropped appeal red card newcastle italian sent bringing shola ameobi final minute sunday match blue bos jose mourinho promised pick cudicini final instead firstchoice keeper petr cech yearold serve onematch suspension commencing immediate effect cudicini kept club record clean sheet last season chelsea petr cech established first choice mourinho since moving stamford bridge summer yearold czech republic international set new premiership record consecutive minute without conceding goal mark still running mourinho used cudicini regularly carling cup italian let one goal four appearance chelseas run final,sport
microsoft plan safer system microsoft planning make window internet explorer secure including software give people control personal information info card help people manage personal detail make online service safer said microsoft microsofts two previous program passport hailstorm aimed protect user criticised fraud one fastestgrowing crime criminal netting estimated last year quarter adult either stolen via hitech mean know someone recent report magazine found microsoft developing new version internet explorer browser operating system window codenamed longhorn michael stephenson director microsofts window server division would confirm however whether new info card system built current window version longhorn trying make enduser experience simple possible stephenson said system would differ previous attempt make online transaction secure said microsoft passport hailstorm stored user information centrally net latest system store data user going put control digital hand enduser enduser full control said stephenson hailstorm criticised privacy campaigner putting much sensitive information hand single company passport provides single login one website store basic personal information popularity suffered security scare million passport account left vulnerable online theft malicious hacker flaw system exploited online auction site ebay stopped supporting january although flaw fixed microsoft come regular criticism number security loophole internet explorer last year released major security update window service pack combat security concern longhorn due released commercially late updated version internet explorer due release later year,tech
royal succession shakeup labour peer withdrawn proposal give female member royal family right male legislation would ended right male heir older sister succeed crown would also torn ancient legislation banning heir throne marrying roman catholic government refused back lord dub succession crown bill saying complex raised many constitutional issue lord chancellor lord falconer agreed act settlement governs succession discriminatory added practical purpose effect limited change proposed lord dub complex controversial undertaking raising major constitutional issue said lord falconer said member royal family line succession prince wale eligible succeed unaffected act simple matter tinkered lightly wish remove form discrimination isnt proper form added rule change future said lord dub private member bill passed peer would urge oppose common lord dub agreed withdraw bill second reading house lord urged government think later stage forever say dont want change thing difficult told peer debate labour peer former minister said monarchy symbolise value country dont want situation value country moved monarchy century behind time surely opposed discrimination ground gender surely also opposed discrimination catholic opponent bill including tory lord campbell alloway bishop winchester rev michael scottjoynt said would separate state church england christian faith secular state would markedly less tolerant rev scottjoynt argued,politics
blackburn burnley ewood park tuesday march gmt howard webb south yorkshire home leicester quarterfinal defender andy todd suspended could replaced dominic matteo recovers hamstring injury burnley major injury concern frank sinclair john mcgreal michael duff look set continue rightback john oster midfield micah hyde expected recover knee injury blackburn bos mark hughes burnley resolute individual talent fully expect progress thought comfortable first game never thought pressure competition want progress okay beat burnley home tie another lower league club leicester burnley bos steve cotterill fresh well tired honest opinion lad might able get one big game atmosphere last game hot good verbal contest fan need whipping game want help much positive way key match stats blackburn rover bolton part two east lancashire hotpot didnt turn spicy first staged sunday lunchtime weekend last resulted scrappy goalless draw rover aiming win cup seventh time history first time year face another replay championship opposition eventually disposing cardiff ewood park third round theyve beaten competition club outside premiership nine year since ipswich second tier defeated extra time third round replay ewood park january history rover side last met near neighbour cup year ago also required ewood park replay home side last met league rover double first nationwide division one trip turf moor four season ago thrashed claret home soil manager mark hughes cup four time player aiming steer rover quarterfinal second time year first time since season success victory home leicester next round could see rover semifinal without played premiership opposition burnley make eight mile journey fierce rival determined send blackburn way liverpool third round failed pull another shock turf moor could championship outfit place inferior league ladder missed best opportunity said burnley yet concede goal cup run steve cotterills claret knocked fifth round four time last seven year made one appearance sixth round year season last disposed premiership fulham fifth round stage blackburn played since fifth round tie burnley two league outing away home drawing derby losing preston take winless run four game combatant onetime prosperous mill town founder member football league head head prem winner six time championship winner,sport
prepares hybrid onslaught sale hybrid car set double research suggests research group power estimate sale hit despite higher price customer scepticism carmaker starting build hybrid sport utility vehicle suv fourwheeldrive vehicle dominate car market hybrid cut petrol consumption emission combining petrol engine electric motor constantly kept charged extra engine power several jurisdiction notably state california mandate low emission new car equally rise oil price past year sparked hope consumer may tempted potential saving hundred dollar year fuel detroit motor show range manufacturer prominently displaying hybrid credential toyota led market date prius popularised number celebrity keen burnish green credential april launch hybrid version highlander suv suv luxury lexus marque due later year honda three hybrid market two japanese carmaker sold unit last year ford sold first hybrid since launch august bringing hybrid suv mariner market year ahead schedule plan three model hybrid pickup market showing two concept suv detroit even sport car maker porsche may join race although insists still considering whether hybridise cayenne suv others remain sceptical nissan bought toyota hybrid technology plan bring first model want make sure concentrating one technology nissan chief executive carlos ghosn said surprised acceleration deceleration hybrid market volkswagen meanwhile say focus cleanburning diesel engine instead watcher point price tag hybrid upwards equivalent normalengined car suspicion technology may still cool attraction average consumer arent willing pay premium car wont drive six year said anthony pratt power,business
barclays profit hit record level barclays thirdbiggest bank seen annual pretax profit climb record level boosted sharp rise business investment arm profit year december rose barclays chief john varley said bank caught wind strong world economy earnings barclays capital investment bank rose investment branch operation held back growth retail business group first britain five big bank report result according analyst forecast hsbc biggest bank stock market valuation report profit later month barclays result line market expectation global investor wing made jump figure profit barclaycard rose said affected series interest rate rise investment grow customer base bank also blamed margin pressure mortgage business spending branch past year fall profit retail division outlook good result balance sheet growth investment made varley said barclays cautioned growth year may slower back softer chinese economy impact interest rate rise household spending added bid acquire controlling stake south africa leading retail bank absa considered regulatory authority speaking bbc radio varley declined drawn report barclays held merger talk bank well fargo tieup barclays californiabased well fargo would create world fourth biggest bank valued gmt share barclays trading penny headline number line story cost said analyst alex potter lehman brother bit aggressive expected cost overshoot barclays capital bank,business
jugnot top french actor league actor gerard jugnot star oscarnominated film chorus beaten gerard depardieu become france bestpaid actor jugnot made euro last year according table drawn france figaro newspaper chorus choristes jugnot play inspiring music teacher school troubled boy despite starring five film depardieu made euro putting third place chart name depardieu longer sufficient guarantee success film said figaro newspaper chorus jugnot also coproduced drawn audience nearly nine million people since release last year godzilla star jean reno france second bestpaid actor earning euro role include recent uncredited cameo oscarnominated hotel rwanda highestranking woman figaros list audrey tautou place earning euro starred jeanpierre jeunets long engagement long dimanche fiancailles also lined costar tom hank ron howard vinci code chorus nominated best foreign film sunday oscar ceremony saturday compete title best film fellow nominee long engagement france cesar film award,entertainment
tory leader quits legal position david mcletchie resigned post partner legal firm following criticism dual role scottish conservative leader insisted legal work tod murray influence cause support friday said tendered resignation partner immediate effect mcletchie received advice holyrood official detail needed declare labour said cleverly asked paid advocacy tory spokesman totally refuted wrongdoing mcletchie received advice clerk standard committee concern signing parliamentary motion questioning expansion plan edinburgh airport msp partner tod murray client opposing development mcletchie complaint made concern raised sought guidance standard committee clarify position advised exercise judgement avoid perception conflict said done nothing wrong explaining reason quitting post mcletchie said greatly concerned recent publicity surrounding association tod murray however wish see similar situation arise avoid misconception future mindful good name tod murray confidentiality client entitled brought forward date retirement firm would otherwise happened later year proud part tod murray last year wish well future labour msp christine may said mcletchie clever ask clerk consider conduct respect section code almost bound get answer wanted enquiry since stand accused breaching section section paid advocacy said section member interest order legally obliges msps declare registrable interest taking part related parliamentary proceeding interest would prejudice give appearance prejudicing ability participate disinterested manner however msps code conduct recognises wider definition parliamentary proceeding including nonstatutory requirement make declaration relation written notice motion letter holyroods chamber office chief ken hughes also made clear mcletchie need list client worked solicitor commenting mcletchies decision stand scottish labour party spokesman said mean mcletchie doesnt breach paid advocacy rule future however doesnt change fact full investigation whether done past scottish national party holyrood leader nicola sturgeon accused mcletchie failing properly serve constituent sturgeon said think whole episode damaging mcletchie sure reflecting added thought tory irrelevant party would lose sleep peter misselbrook executive partner tod murray said mcletchie considering retirement later year added david decided announcement made fully understand appreciate reason,politics
tory candidate quits remark conservative election challenger quitting quoted wanting period creative destruction public service danny kruger also work tory research unit due take tony blair sedgefield say remark last week misrepresented contest election fear damaging conservative cause tory leader michael howard accepted decision regret kruger quoted guardian newspaper saying plan introduce period creative destruction public service statement party said comment taken context fully support party policy approach public service said statement however order avoid misrepresentation view damage party decided stand sedgefield constituency next election kruger continuing job tory campaign headquarters labour election coordinator alan milburn claimed kruger exposed tory agenda cut public service milburn said unknown hopeful fighting unwinnable seat man worked heart conservative policy development claim tory planning period creative destruction public service rogue claim authentic shocking voice conservative party reveals true picture would,politics
korea spending boost economy south korea boost state spending next year effort create job kick start sputtering economy earmarked trillion first six month total annual budget government main problem slumping consumption contraction construction industry aim create job focus infrastructure home building well providing public firm money hire new worker government set economic growth rate target next year hinted would danger unless took action internal external economic condition likely remain unfavourable finance economy ministry said statement blamed continuing uncertainty fluctuating oil price foreign exchange rate stagnant domestic demand shown sign quick rebound growth ministry said everyone convinced plan work primary worry centre believe government overly optimistic view front loading budget enough turn economy around consultancy cast said report problem facing south korea many consumer reeling effect credit bubble recently burst million south korean defaulting credit card bill country biggest card lender hovering verge bankruptcy month part spending plan government said ask firm roll mortgage loan come due first half also pledged look way helping family low income government voiced concern effect redundancy building trade given economic spill employment effect construction sector sharp downturn construction industry could adverse effect ministry said result south korea give private company also given chance build school hospital house public building also look real estate tax system plan table include promoting new industry biotechnology nanotechnology well offering increased support small medium sized business focus job creation economic recovery given unfavourable domestic global condition likely dog korean economy ministry said,business
brown name march budget chancellor gordon brown deliver budget house common march treasury announced budget likely last general election gmt wednesday prime minister question time annual event chancellor outline government taxation broader economic prediction likely set much tax spending battleground election widely expected may next month budget brown eighth since labour came power may election called could little day budget announcement date election shortened finance bill would rushed parliament allparty support allow government continue collecting revenue full finance bill budget measure would returned common election labour secures another term office brown announced budget date short ministerial statement accountancy firm ernst young urged put politics aside focus longterm requirement economy budget given immediately last six election tax cut incumbent chancellor many case tax increased soon election result said aidan ocarroll eys head tax,politics
firm face venezuelan land row venezuelan authority said seize land owned british company part president chavez agrarian reform programme official cojedes state said friday farmland owned subsidiary vestey group would taken used settle poor farmer government cracking socalled latifundios large rural estate say lying idle vestey group said informed planned seizure firm whose agroflora subsidiary operates farm venezuela insisted complied fully venezuelan law prosecutor south country targeted hato charcote beef cattle ranch owned agroflora according reuters plan seize acre hectare acre hectare farm official claim agroflora possess valid document proving ownership land question also allege area ranch used form active production legal boundary match actual boundary surplus state prosecutor alexis ortiz told reuters consequence government taken action controversial reform passed give government right take control private property declared idle ownership traced back century critic say power president chavez argues needed help country poorest citizen develop venezuelan economy trample private property right vestey group said owned land since would cooperate fully authority spokesman added agroflora absolutely confident submitted demonstrate legality title land company pointed farm employ worker provides meat solely venezuelan market last month government said identified idle farm yet consider status authority said landowner whose title order whose farm productive nothing fear president chavez venezuelan government steadily expanded state involvement country economy recently said mining contract involving foreign firm would examined ensure provided sufficient economic benefit state,business
paraguay novel win book prize novel set century paraguay fiction prize national book award lily tuck news paraguay fictionalised tale paraguayan leader francisco solano lopez irish mistress annual award presented new york wednesday without controversy childrens author judy blume given honourary medal used ceremony speak censorship sale blumes book exceeded million work feature frank narrative family religion sexuality closely watched censor blume said urge ban contagious spread like wildfire community community please speak censor hate publicity medal mark second year row honourary prize went someone notable popular success literary greatness last year honorary winner stephen king accused industry ceremony snobbery popular writer argument award help sell book instead honouring excellence shared everyone year fiction panel overlooked highprofile work philip roth plot america instead chose five littleknown book new yorkbased woman one fiction judge stewart onan carried around note written napkin said would hope caring quality work sale figure make friend book enemy national book award nonfiction prize awarded kevin boyle arc justice focus black family fight live white detroit neighbourhood award created lot interest year surprise inclusion commission report looking event september terrorist attack pete hautman young people literature prize novel godless winner poetry category jean valentine door mountain new collected poem,entertainment
firefox browser take microsoft microsofts internet explorer serious rival longawaited firefox web browser released people get excited new software released especially program game music movie player release first full version firefox managed drum respectable amount prelaunch fervour fan software banded together raise cash pay advert new york time announcing version browser available release firefox november might even cause head turn microsoft program steadily winning people away software giant internet explorer browser firefox created mozilla foundation started former browser maker netscape back much development work done since gone firefox made first appearance name february earlier incarnation core technology called phoenix firebird since software gaining praise convert least large number security problem come light microsofts internet explorer rival got boost late june two computer security organisation warned people avoid microsoft program avoid falling victim serious vulnerability internet monitoring firm websidestory charted growing population people using firefox browser say responsible slowly eroding stranglehold july year according websidestory internet explorer used web surfer figure remained static year july using population dropped end october stood mozilla foundation claim firefox downloaded almost eight million time publicly said would happy garner window using netbrowsing population firefox proving popular moment far fewer security hole internet explorer innovation lacking microsofts program instance firefox allows page different website arranged tab user switch easily block popups neat way finding text page let search page browsed one powerful feature firefox many hundred extra extension produced mozilla foundation open source organisation mean creator browser happy others play around core code program resulted many different addons extension browser include everything version familiar google toolbar homeland security monitor keep user aware current threat level firefox used called firebird phoenix also growing number vocal netbased fan campaign coordinated spread firefox website attempted raise needed full page advert new york time campaign set target recruiting volunteer ten day campaign people signed raised due run sometime threeweek period late novemberearly december surplus cash used help keep mozilla foundation running microsoft facing growing challenge hold web using population alternative browser opera safari amaya even netscape,tech
dundee utd aberdeen dundee united eased semifinal scottish cup emphatic win aberdeen alan archibald prodded united ahead minute james grady made two close range minute later richie byrnes header gave aberdeen way back game stevie crawford restored uniteds lead yard half time scoring completed grady break superb shot turn making tony bullock united goal called action first time quarterofanhour clock noel whelan laid ball jamie winter edge box firsttime effort gathered united keeper moment later though home side took lead barry robson whipped free kick right stevie crawford caught volley russell anderson failed deal whelans clearance line landed kindly foot archibald poked ball net united doubled lead minute grady tapped ball empty net robson headed mark wilson cross angle post bar three minute later aberdeen clawed way back match free kick left winter met powerfully head byrne back post leaving bullock helpless united restored twogoal lead four minute end highly entertaining first half jason scotland played perfectlyweighted pas path onrushing crawford coolly beat ryan esson yard united ended game contest two minute interval grady received pas crawford back goal edge box taking one touch spun volley ball past despairing dive esson home side complete control required good stop esson keep robsons drive minute keeper denied player minute later beating away fierce shot left penalty area robson saw another longrange effort tipped round post cute lob headed line bullock duff wilson ritchie archibald scotland samuel brebner kerr cameron robson crawford grady colgan dodds kenneth brebner archibald grady crawford grady esson hart anderson diamond byrne morrison mcnaughton heikkinen foster winter clark stewart mackie whelan blanchard mcguire anderson diamond byrne clark,sport
news corp eye video game market news corp medium company controlled australian billionaire rupert murdoch eyeing move video game market according financial time chief operating officer peter chernin said news corp kicking tyre pretty much video game company santa monicabased activison said one firm takeover list video game big business paper quoted chernin saying would like get success product sonys playstation microsofts xbox nintendos game cube boosted demand video game day arcade classic space invader pacman donkey kong long gone today game often budget big enough feature film look give gamers real experience possible price tag reflecting heavy investment development company video game proving almost profitable fun chernin however told news corp finding difficult identify suitable target struggling gap company like electronic art come high price tag next tier company explained conference phoenix arizona may focused one two product line activision stock market capitalisation compared game industry main player recently looking consolidate position making acquisition france ubisoft one europe biggest video game publisher trying remain independent since electronic art announced plan buy firm analyst said industry merger likely future,business
goahead balkan oil pipeline albania bulgaria macedonia given ahead construction oil pipeline pas balkan peninsula project aim allow alternative port shipping russian caspian oil normally turkish port aim transport daily barrel oil pipeline built usregistered albanian macedonian bulgarian oil corporation ambo pipeline run bulgarian port burgas black sea albanian city vlore adriatic coast crossing macedonia project conceived delayed lack political support signing agreement tuesday prime minister bulgaria albania macedonia overcome problem one important infrastructure project regional euroatlantic integration western balkan said albanian prime minister fatos nano according pat ferguson president ambo work pipeline begin expected ready three four year added company already raised overseas private investment corporation opic development agency eximbank credit suisse first boston among others project also support european union analyst said oil company like chevrontexaco exxon mobil british petroleum would happy find alternative route bosphorus dardanelles strait,business
